origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
Washington Park Chicago IL|||tolls|Ohare Airport|driving|imperial|central|2017-04-25 05:00:00-05:00||41.9797233|-87.88225249999999|1573|36662|1842|-87.61759029999999|41.7929603|||||||
Washington Park Chicago IL|begin|finish||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00||41.97766499999999|-87.90422099999999|n/a|39116|4245|-87.61759029999999|41.7929603|||||||
Washington Park Chicago IL|end|start||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00||41.97766499999999|-87.90422099999999|n/a|39116|4245|-87.61759029999999|41.7929603|||||||
Washington Park Chicago IL|begin|finish||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|Clark/Lake|41.8857522|-87.6315547|n/a|11394|1602|-87.61759029999999|41.7929603|41.9797233|-87.88225249999999|1160|26064|1311|-87.6315556|41.8857335
Washington Park Chicago IL|begin|finish||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|Jackson|41.8774533|-87.6277288|n/a|10616|1622|-87.61759029999999|41.7929603|41.9797233|-87.88225249999999|1239|27195|1353|-87.6277288|41.8774533
Washington Park Chicago IL|begin|finish||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|State/Lake|41.885738|-87.627838|n/a|11085|1542|-87.61759029999999|41.7929603|41.9797233|-87.88225249999999|1224|26280|1386|-87.62802219999999|41.885817
Washington Park Chicago IL|begin|finish||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|Garfield|41.7947389|-87.6184227|n/a|399|301|-87.61759029999999|41.7929603|41.9797233|-87.88225249999999|1538|36398|1778|-87.6184227|41.7947389
Washington Park Chicago IL|begin|finish||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|Indiana|41.821732|-87.621368|n/a|3520|643|-87.61759029999999|41.7929603|41.9797233|-87.88225249999999|1406|33020|1667|-87.62154029999999|41.8217417
Washington Park Chicago IL|begin|finish||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|Cermak-McCormick Place|41.8526371|-87.6264174|n/a|7267|1002|-87.61759029999999|41.7929603|41.9797233|-87.88225249999999|1435|29791|1640|-87.62640499999999|41.85277929999999
Washington Park Chicago IL|begin|finish||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|43rd|41.816588|-87.6190088|n/a|3054|650|-87.61755509999999|41.7929609|41.9797233|-87.88225249999999|1423|33801|1674|-87.6190088|41.816588
Washington Park Chicago IL|end|start||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|Clark/Lake|41.8857335|-87.6315556|950|13304|1159|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|27722|2342|-87.6315547|41.8857522
Washington Park Chicago IL|end|start||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|Rosemont|41.9837411|-87.85947929999999|1487|34650|1749|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|4308|240|-87.85939|41.983505
Washington Park Chicago IL|end|start||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|Addison|41.9472665|-87.7191813|1349|29483|1627|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|17230|1290|-87.719063|41.94738
Washington Park Chicago IL|end|start||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|Jefferson Park Transit Center|41.9708946|-87.7611277|1168|26052|1394|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|12891|900|-87.76089499999999|41.970634
Washington Park Chicago IL|end|start||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|O'Hare|41.9777944|-87.90409720000001|1870|39775|2173|-87.61759029999999|41.7929603|41.97779449999999|-87.9040974|n/a|0|0|-87.90409720000001|41.9777944
Washington Park Chicago IL|end|start||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|Damen|41.9100511|-87.67796299999999|1066|16661|1329|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|22876|1800|-87.67796330000002|41.9100489
Washington Park Chicago IL|end|start||Ohare Airport|transit|imperial|central|2017-04-25 05:00:00-05:00|Harlem|41.9824533|-87.8075138|1320|30292|1570|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|8628|600|-87.8075119|41.9823319
Washington Park Chicago IL|||tolls|Ohare Airport|driving|imperial|central|2017-04-25 05:14:00-05:00||41.9797233|-87.88225249999999|1628|36662|1842|-87.61759029999999|41.7929603|||||||
Washington Park Chicago IL|begin|finish||Ohare Airport|transit|imperial|central|2017-04-25 05:14:00-05:00||41.97766499999999|-87.90422099999999|n/a|39116|4546|-87.61759029999999|41.7929603|||||||
Washington Park Chicago IL|end|start||Ohare Airport|transit|imperial|central|2017-04-25 05:14:00-05:00||41.97766499999999|-87.90422099999999|n/a|39116|4546|-87.61759029999999|41.7929603|||||||
